STT,Loại câu hỏi,Câu hỏi,Câu trả lời,Căn cứ
116,Quy định coi thi,Quy trình tổng kết coi thi như thế nào?,"3. Quy trình tổng kết coi thi
Bước 1: Khóa Hệ thống. Phòng ĐTĐH khóa toàn bộ chức năng thay đổi phân công CBCT trên Hệ thống.
Bước 2: Xác nhận việc thực hiện coi thi. Các đơn vị tổ chức thi xác nhận CBCT thực tế cho các ca thi do đơn vị phụ trách và gửi báo cáo tình hình coi thi cho Ban Giám hiệu thông qua Phòng Đào tạo Đại học nếu có CBCT vi phạm quy định về coi thi.
Bước 3: Tổng kết coi thi. Trường xem xét xử lý kỷ luật CBCT vi phạm quy định về coi thi (nếu có). Phòng ĐTĐH làm đề xuất, Phòng KHTC làm thủ tục chi trả thù lao coi thi cho CBCT theo quy định.","Mục 3, Phần V, QUY TRÌNH PHÂN CÔNG CÁN BỘ COI THI CHO CÁC ĐỢT THI TẬP TRUNG HỆ ĐẠI HỌC CHÍNH QUY
"
117,Quy định coi thi,Giảng viên phải đi coi thi bao nhiêu lần?,"Tổng số lượt coi thi của GV = Số lượt coi thi theo nghĩa vụ + Định mức coi thi của
GV. Trong đó,
- Số lượt coi thi theo nghĩa vụ: bằng tổng số lớp lý thuyết và 50% số lớp thực hành của những môn học có tổ chức thi tập trung trong đợt thi.
- Định mức coi thi của GV (ĐMCT) = (Tổng số lượt coi thi của đợt thi - Tổng số lượt coi thi theo nghĩa vụ được miễn giảm - Tổng số lượt coi thi do sinh viên, chuyên viên, nghiên cứu viên)/Tổng số GV đã trừ phần miễn giảm","Phần IV, QUY TRÌNH PHÂN CÔNG CÁN BỘ COI THI CHO CÁC ĐỢT THI TẬP TRUNG HỆ ĐẠI HỌC CHÍNH QUY"
118,Quy định coi thi,Những ai có thể tham gia coi thi ?,"Những đối tượng được tham gia coi thi bao gồm: giảng viên, chuyên viên, nghiên cứu viên, giảng viên thỉnh giảng và sinh viên của Trường. Riêng đối với sinh viên thì phải thỏa đồng thời các điều kiện sau đây: đang học năm thứ 4 trở lên, có học lực từ mức khá trở lên (có điểm trung bình tích lũy từ 7.0) và chưa từng bị Trường xử lý học vụ hoặc kỷ luật. Những trường hợp khác cần có sự đồng ý của Trưởng phòng Đào tạo Đại học.","Phần IV, QUY TRÌNH PHÂN CÔNG CÁN BỘ COI THI CHO CÁC ĐỢT THI TẬP TRUNG HỆ ĐẠI HỌC CHÍNH QUY"
119,Bảo vệ khóa luận tốt nghiệp,Quy trình các bước để nộp khóa luận tốt nghiệp sau khi bảo vệ trước hội đồng bảo vệ khóa luận tốt nghiệp?,"2. Diễn giải các bước của quy trình (t là ngày bảo vệ khóa luận tốt nghiệp)
Bước 1: Sinh viên nộp báo cáo KLTN
- Kể từ thời điểm t+1, tất cả các SV đã tham gia bảo vệ có kết quả Đạt, kể cả các trường hợp phải chỉnh sửa, hoàn tất báo cáo KLTN theo góp ý của cán bộ phản biện KLTN và Hội đồng bảo vệ KLTN, phải vào trang web Cổng thông tin đào tạo (https://daa.uit.edu.vn), sử dụng chức năng “Nộp KLTN” để nộp bản báo
cáo KLTN chính thức cho Trưởng:
        • Chọn menu Sinh viên => Nộp KLTN.
        • Nhập đầy đủ thông tin và upload tập tin báo cáo KLTN, bao gồm: 1. 01 file báo cáo KLTN dạng .PDF (không được đặt mật khẩu khóa file).
2. 01 file văn bản báo cáo KLTN dạng Microsoft Word hoặc Latex (không được đặt mật khẩu khóa file).
3. Nhập tóm tắt báo cáo KLTN.
4. Nhập danh sách các từ khóa liên quan đến nội dung KLTN bằng tiếng Việt và tiếng Anh.
        • Sau khi nhập đầy đủ thông tin, SV xác nhận nộp KLTN bằng cách đánh dấu chọn vào dòng sau đây:
        Xác nhận phiên bản này là phiên bản đã chỉnh sửa cuối cùng, hệ thống sẽ thông báo đến GVHD để tiến hành kiểm tra.
        Ngay sau đó hệ thống sẽ gửi email tự động đến GVHD để kiểm tra.

Bước 2: GVHD kiểm tra, xác nhận
Từ thời điểm t + 1 đến trước thời điểm t+14:
- Khi nhận được email thông báo từ hệ thống, GVHD tiến hành kiểm tra, xác nhận những nội dung sau tại Cổng thông tin đào tạo (https://daa.uit.edu.vn/giangvien):
1) Thể thức báo cáo KLTN đáp ứng đúng theo quy định của Trường (theo mẫu công bố tại https://daa.uit.edu.vn/thongbao/bieu-mau-khoa-luan-tot-nghiep);
2) Nội dung báo cáo KLTN đã được chỉnh sửa theo góp ý của cán bộ phản biện KLTN và Hội đồng bảo vệ KLTN.
- Nếu báo cáo KLTN chưa đạt yêu cầu, SV phải tiến hành chỉnh sửa và nộp lại; GVHD tiếp tục thực hiện Bước 2 cho đến khi KLTN đạt yêu cầu. Từ thời điểm t + 14 trở đi, KLTN chưa đạt yêu cầu bị đánh giá 0 (không) điểm.

Bước 3: Khoa kiểm tra, nhập điểm và nộp bảng điểm giấy cho P.DTÐH/VPDB
Đối với KLTN đã được GVHD xác nhận nộp hợp lệ, đạt yêu cầu thì điểm nhập là điểm do Hội đồng bảo vệ KLTN chấm, ngược lại đối với các KLTN không hợp lệ, không đạt yêu cầu thì điểm là 0 (không).
Trước thời điểm t+ 17: Khoa phải tiến hành kiểm tra và nhập điểm cho các SV lên hệ thống; đồng thời tiến hành nộp bảng điểm giấy cho P.ĐTĐH (đối với chương trình đại trà, chương trình chuẩn, chương trình văn bằng 2, chương trình liên thông) hoặc VPĐB (đối với các chương trình còn lại).
Thời điểm t+17: Kết thúc quy trình.","Mục 2, Phần IV, QUY TRÌNH NỘP KHÓA LUẬN TỐT NGHIỆP SAU KHI BẢO VỆ TRƯỚC HỘI ĐỒNG BẢO VỆ KHÓA LUẬN TỐT NGHIỆP CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN"
120,Bảo vệ khóa luận tốt nghiệp,Khi nào sinh viên phải nộp báo cáo khóa luận tốt nghiệp sau khi bảo vệ trước hội đồng bảo vệ khóa luận tốt nghiệp?,"Bước 1: Sinh viên nộp báo cáo KLTN (t là ngày bảo vệ khóa luận tốt nghiệp)
- Kể từ thời điểm t+1, tất cả các SV đã tham gia bảo vệ có kết quả Đạt, kể cả các trường hợp phải chỉnh sửa, hoàn tất báo cáo KLTN theo góp ý của cán bộ phản biện KLTN và Hội đồng bảo vệ KLTN, phải vào trang web Cổng thông tin đào tạo (https://daa.uit.edu.vn), sử dụng chức năng “Nộp KLTN” để nộp bản báo
cáo KLTN chính thức cho Trưởng:
        • Chọn menu Sinh viên => Nộp KLTN.
        • Nhập đầy đủ thông tin và upload tập tin báo cáo KLTN, bao gồm: 1. 01 file báo cáo KLTN dạng .PDF (không được đặt mật khẩu khóa file).
2. 01 file văn bản báo cáo KLTN dạng Microsoft Word hoặc Latex (không được đặt mật khẩu khóa file).
3. Nhập tóm tắt báo cáo KLTN.
4. Nhập danh sách các từ khóa liên quan đến nội dung KLTN bằng tiếng Việt và tiếng Anh.
        • Sau khi nhập đầy đủ thông tin, SV xác nhận nộp KLTN bằng cách đánh dấu chọn vào dòng sau đây:
        Xác nhận phiên bản này là phiên bản đã chỉnh sửa cuối cùng, hệ thống sẽ thông báo đến GVHD để tiến hành kiểm tra.
        Ngay sau đó hệ thống sẽ gửi email tự động đến GVHD để kiểm tra.","Bước 1, Mục 2, Phần IV, QUY TRÌNH NỘP KHÓA LUẬN TỐT NGHIỆP SAU KHI BẢO VỆ TRƯỚC HỘI ĐỒNG BẢO VỆ KHÓA LUẬN TỐT NGHIỆP CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN"
121,Giải thích từ ngữ,Chương trình tiên tiến là gì?,"Điều 2. Giải thích từ ngữ
Chương trình Tiên tiến (CTTT) là chương trình đào tạo kết hợp sử dụng chương trình đào tạo nước ngoài.","Điều 2, QUY ĐỊNH ĐÀO TẠO CHƯƠNG TRÌNH TIÊN TIẾN"
122,Giải thích từ ngữ,Đại học đối tác nước ngoài là gì?,"Điều 2. Giải thích từ ngữ
Đại học đối tác nước ngoài (ĐHNN): là đơn vị có ký kết hợp tác (MOU) với Trường đào tạo trình độ đại học gồm cung cấp chương trình đào tạo, đề cương môn học, hỗ trợ giảng viên tham gia giảng dạy và công nhận kết quả đào tạo tại Trường nếu sinh viên học chuyển tiếp.","Điều 2, QUY ĐỊNH ĐÀO TẠO CHƯƠNG TRÌNH TIÊN TIẾN"
123,Chương trình đào tạo,Chương trình đào tạo của chương trình tiên tiến?,"Điều 4. Chương trình đào tạo
- Chương trình gồm các học phần thuộc 02 khối kiến thức: giáo dục đại cương và giáo dục chuyên nghiệp, được xây dựng theo đúng quy định hiện hành của Bộ Giáo dục và Đào tạo kết hợp với chương trình đào tạo của ĐHNN và được giảng dạy hoàn toàn bằng tiếng Anh (trừ các môn lý luận chính trị, pháp luật, giáo dục thể chất, giáo dục quốc phòng)
- Chương trình đào tạo Tiên tiến được thiết kế riêng với yêu cầu về trình độ và nội dung sâu rộng hơn theo hướng cử nhân chuẩn quốc tế; đề cao tư duy sáng tạo, khả năng tự học; tăng cường kỹ năng thực hành, kiến thức thực tế, khả năng sử dụng tin học, ngoại ngữ và các kỹ năng mềm cần thiết.
- Sau giai đoạn đại cương, những sinh viên đạt các điều kiện yêu cầu về tiếng Anh, số tín chỉ tích lũy và điểm trung bình tích lũy theo quy định của đại học nước ngoài và có nguyện vọng sẽ được chuyển tiếp sang đại học nước ngoài.
- Sinh viên thực hiện khóa luận/đồ án tốt nghiệp theo quy định trong chương trình đào tạo của đại học nước ngoài.","Điều 4, QUY ĐỊNH ĐÀO TẠO CHƯƠNG TRÌNH TIÊN TIẾN"
124,Tổ chức lớp,Sinh viên thuộc chương trình tiên tiến sẽ được phân lớp như thế nào?,"Điều 6. Tổ chức lớp
- Lớp học phần:
        o Quy mô lớp học không quá 50 SV/lớp đối với môn học lý thuyết, không quá 20 sinh viên/nhóm đối với lớp thực hành và không quá 30 sinh viên/nhóm thảo luận và giải bài tập.
        o Lớp học phần sẽ được mở nếu số lượng SV đăng ký tối thiểu 30 SV/lớp đối với các môn học thuộc kiến thức đại cương, tối thiểu 15 SV/lớp đối với các môn học thuộc kiến thức cơ sở chung, cơ sở ngành và chuyên ngành, tối thiểu 10 SV/lớp đối với các môn ngoại ngữ. Các trường hợp khác do Hiệu trưởng quyết định dựa trên tình hình thực tế triển khai.
- Lớp sinh hoạt: Sinh viên một khóa tuyển được bố trí vào 01 lớp sinh hoạt do 01 cố vấn học tập quản lý.","Điều 6, QUY ĐỊNH ĐÀO TẠO CHƯƠNG TRÌNH TIÊN TIẾN"
125,Tổ chức lớp,Một lớp học thuộc chương trình tiên tiến có tối đa bao nhiêu sinh viên?,"Điều 6. Tổ chức lớp
- Lớp học phần:
        o Quy mô lớp học không quá 50 SV/lớp đối với môn học lý thuyết, không quá 20 sinh viên/nhóm đối với lớp thực hành và không quá 30 sinh viên/nhóm thảo luận và giải bài tập.
        o Lớp học phần sẽ được mở nếu số lượng SV đăng ký tối thiểu 30 SV/lớp đối với các môn học thuộc kiến thức đại cương, tối thiểu 15 SV/lớp đối với các môn học thuộc kiến thức cơ sở chung, cơ sở ngành và chuyên ngành, tối thiểu 10 SV/lớp đối với các môn ngoại ngữ. Các trường hợp khác do Hiệu trưởng quyết định dựa trên tình hình thực tế triển khai.","Điều 6, QUY ĐỊNH ĐÀO TẠO CHƯƠNG TRÌNH TIÊN TIẾN"
126,Điều kiện và phương thức tuyển sinh,Điều kiện để xét tuyển vào chương trình tiên tiến là?,"Điều 8. Điều kiện và phương thức tuyển sinh
8.1. Điều kiện xét tuyển
Sinh viên trúng tuyển CTTT phải đạt các yêu cầu:
- Đảm bảo điều kiện đầu vào đối với hệ đại học chính quy theo quy định của Bộ GD&ĐT và Trường ĐHCNTT.
- Hoặc có chứng chỉ quốc tế uy tín thỏa điều kiện được xác định trong đề án tuyển sinh hàng năm của Trường.
        Trong đó, trường hợp thí sinh là người nước ngoài phải có văn bằng tốt nghiệp tối thiểu tương đương bằng tốt nghiệp trung học phổ thông của Việt Nam, văn bằng phải được công nhận theo quy định của Bộ Giáo dục và Đào tạo.","Điều 8, QUY ĐỊNH ĐÀO TẠO CHƯƠNG TRÌNH TIÊN TIẾN"
127,Chuyển đổi chương trình đào tạo,Sinh viên của chương trình tiên tiến có thể chuyển sang chương trình đào tạo khác không?,"Điều 9. Chuyển đổi chương trình đào tạo
- Trong thời gian học tập, vì lý do cá nhân nếu sinh viên muốn chuyển sang học các chương trình đào tạo khác của Trường phải được sự đồng ý của Hiệu trưởng. Sinh viên được chuyển điểm những môn học tương đương giữa hai chương trình đào tạo
- Sinh viên được phép chuyển vào hoặc ra khỏi chương trình trong vòng 03 học kỳ đầu tiên.
- Ngoài việc phải thỏa các điều kiện về chuyển ngành/chương trình theo quy chế đào tạo hiện hành, sinh viên phải thỏa thêm các điều kiện:
Sinh viên từ CTTT chuyển sang chương trình đào tạo khác:
        • Điểm rèn luyện đạt từ loại Khá trở lên,
        • Có các giấy tờ xác nhận khác (của cơ quan y tế, của địa phương…)hợp lệ để Hiệu trưởng xem xét quyết định.
- Thời gian sinh viên học bổ sung các môn học khác biệt giữa các chương trình
đào tạo do chuyển chương trình được tính trong tổng thời gian đào tạo của khóa học","Điều 9, QUY ĐỊNH ĐÀO TẠO CHƯƠNG TRÌNH TIÊN TIẾN"
128,Chuyển đổi chương trình đào tạo,Sinh viên của chương trình đào tạo khác có thể chuyển sang chương trình tiên tiến không?,"Điều 9. Chuyển đổi chương trình đào tạo
- Trong thời gian học tập, vì lý do cá nhân nếu sinh viên muốn chuyển sang học các chương trình đào tạo khác của Trường phải được sự đồng ý của Hiệu trưởng. Sinh viên được chuyển điểm những môn học tương đương giữa hai chương trình đào tạo
- Sinh viên được phép chuyển vào hoặc ra khỏi chương trình trong vòng 03 học kỳ đầu tiên.
- Ngoài việc phải thỏa các điều kiện về chuyển ngành/chương trình theo quy chế đào tạo hiện hành, sinh viên phải thỏa thêm các điều kiện:
Sinh viên từ các chương trình đào tạo khác có nguyện vọng chuyển vào CTTT:
        • Điểm trung bình học kỳ gần nhất không dưới 6.5.
        • Các môn ngoại ngữ trong CTĐT tương ứng với tiến độ của CTTT đạt điểm miễn hoặc điểm không dưới 7.0.
- Thời gian sinh viên học bổ sung các môn học khác biệt giữa các chương trình
đào tạo do chuyển chương trình được tính trong tổng thời gian đào tạo của khóa học","Điều 9, QUY ĐỊNH ĐÀO TẠO CHƯƠNG TRÌNH TIÊN TIẾN"
129,"Giảng viên, trợ giảng",Giảng viên của chương trình tiên tiến bao gồm những ai?,"Điều 10. Giảng viên, trợ giảng
10.1. Giảng viên
- Giảng viên giảng dạy CTTT bao gồm giảng viên của các Trường Đại học thành viên của ĐHQG TP.HCM, các giáo sư, tiến sĩ của ĐHNN và một số Trường Đại học đối tác khác có uy tín trên thế giới;","Khoản 1, Điều 10, QUY ĐỊNH ĐÀO TẠO CHƯƠNG TRÌNH TIÊN TIẾN"
