Câu hỏi,Câu trả lời,Căn cứ,Ngày ban hành,Ngày cập nhật,Đường dẫn căn cứ,Đường dẫn các file cập nhật
Nếu cán bộ phản biện đánh giá khóa luận tốt nghiệp của sinh viên dưới 5 điểm thì bị sao?,"Điều 10. Hoàn thành KLTN
3. Khi CBPB đánh giá đề tài KLTN của SV không đủ điều kiện để bảo vệ trước hội đồng (điểm đánh giá dưới 5), Khoa xem xét các biện pháp xử lý sau và quyết định:
- Thảo luận lại về điểm đánh giá với CBHD và CBPB. Nếu đạt được sự đồng thuận thì xứ lý theo quyết định đồng thuận này (cho phép hoặc không cho phép SV bảo vệ KLTN).
- Trong trường hợp không đạt được sự đồng thuận giữa CBHD và CBPB, khi cần thiết có thể mời một CBPB thứ 2. Nếu CBPB thứ 2 cũng không đạt được sự đồng thuận thì trưởng ĐVCM ra quyết định cuối cùng.","KHOẢN 3, ĐIỀU 10, QUY ĐỊNH VỀ KHÓA LUẬN TỐT NGHIỆP CHO BẬC ĐẠI HỌC HỆ CHÍNH QUY",05/03/2024,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20%C4%90%E1%BB%8ANH%20V%E1%BB%80%20KH%C3%93A%20LU%E1%BA%ACN%20T%E1%BB%90T%20NGHI%E1%BB%86P%20CHO%20B%E1%BA%ACC%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20H%E1%BB%86%20CH%C3%8DNH%20QUY%2F1736448174297-159-qd-dhcntt_05-03-2024_ban_hanh_quy_dinh_kltn.pdf?alt=media,Không có
"Nếu hết thời gian quy định mà sinh viên chưa đủ điều kiện bảo vệ, thì có thể làm gì?","Điều 10. Hoàn thành KLTN
4. Nếu hết thời gian thực hiện KLTN theo quy định mà SV không đủ điều kiện ra bảo vệ vào đúng đợt bảo vệ chính thức, SV có thể làm đơn xin gia hạn thời gian làm KLTN thêm 01 học kỳ (phải được sự đồng ý của CBHD và Khoa). SV làm Đơn gia hạn thời gian làm KLTN (theo mẫu) nộp về P.ĐTĐH/VPĐB. Khi có quyết định gia hạn thời gian làm KLTN, trường hợp SV đã hết thời gian thiết kế chương trình đào tạo phải đóng học phí gia hạn theo quy định và có khống chế điểm tối đa.","KHOẢN 4, ĐIỀU 10, QUY ĐỊNH VỀ KHÓA LUẬN TỐT NGHIỆP CHO BẬC ĐẠI HỌC HỆ CHÍNH QUY",05/03/2024,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20%C4%90%E1%BB%8ANH%20V%E1%BB%80%20KH%C3%93A%20LU%E1%BA%ACN%20T%E1%BB%90T%20NGHI%E1%BB%86P%20CHO%20B%E1%BA%ACC%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20H%E1%BB%86%20CH%C3%8DNH%20QUY%2F1736448174297-159-qd-dhcntt_05-03-2024_ban_hanh_quy_dinh_kltn.pdf?alt=media,Không có
"Để được gia hạn thời gian làm khóa luận tốt nghiệp, sinh viên cần đáp ứng điều kiện gì?","Điều 10. Hoàn thành KLTN
4. Nếu hết thời gian thực hiện KLTN theo quy định mà SV không đủ điều kiện ra bảo vệ vào đúng đợt bảo vệ chính thức, SV có thể làm đơn xin gia hạn thời gian làm KLTN thêm 01 học kỳ (phải được sự đồng ý của CBHD và Khoa). SV làm Đơn gia hạn thời gian làm KLTN (theo mẫu) nộp về P.ĐTĐH/VPĐB. Khi có quyết định gia hạn thời gian làm KLTN, trường hợp SV đã hết thời gian thiết kế chương trình đào tạo phải đóng học phí gia hạn theo quy định và có khống chế điểm tối đa.","KHOẢN 4, ĐIỀU 10, QUY ĐỊNH VỀ KHÓA LUẬN TỐT NGHIỆP CHO BẬC ĐẠI HỌC HỆ CHÍNH QUY",05/03/2024,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20%C4%90%E1%BB%8ANH%20V%E1%BB%80%20KH%C3%93A%20LU%E1%BA%ACN%20T%E1%BB%90T%20NGHI%E1%BB%86P%20CHO%20B%E1%BA%ACC%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20H%E1%BB%86%20CH%C3%8DNH%20QUY%2F1736448174297-159-qd-dhcntt_05-03-2024_ban_hanh_quy_dinh_kltn.pdf?alt=media,Không có
Làm sao để được gia hạn thời gian làm khóa luận tốt nghiệp?,"Điều 10. Hoàn thành KLTN
4. Nếu hết thời gian thực hiện KLTN theo quy định mà SV không đủ điều kiện ra bảo vệ vào đúng đợt bảo vệ chính thức, SV có thể làm đơn xin gia hạn thời gian làm KLTN thêm 01 học kỳ (phải được sự đồng ý của CBHD và Khoa). SV làm Đơn gia hạn thời gian làm KLTN (theo mẫu) nộp về P.ĐTĐH/VPĐB. Khi có quyết định gia hạn thời gian làm KLTN, trường hợp SV đã hết thời gian thiết kế chương trình đào tạo phải đóng học phí gia hạn theo quy định và có khống chế điểm tối đa.","KHOẢN 4, ĐIỀU 10, QUY ĐỊNH VỀ KHÓA LUẬN TỐT NGHIỆP CHO BẬC ĐẠI HỌC HỆ CHÍNH QUY",05/03/2024,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20%C4%90%E1%BB%8ANH%20V%E1%BB%80%20KH%C3%93A%20LU%E1%BA%ACN%20T%E1%BB%90T%20NGHI%E1%BB%86P%20CHO%20B%E1%BA%ACC%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20H%E1%BB%86%20CH%C3%8DNH%20QUY%2F1736448174297-159-qd-dhcntt_05-03-2024_ban_hanh_quy_dinh_kltn.pdf?alt=media,Không có
Nếu được gia hạn và đã hết thời gian thiết kế chương trình đào tạo thì sinh viên cần phải làm gì?,"Điều 10. Hoàn thành KLTN
4. Nếu hết thời gian thực hiện KLTN theo quy định mà SV không đủ điều kiện ra bảo vệ vào đúng đợt bảo vệ chính thức, SV có thể làm đơn xin gia hạn thời gian làm KLTN thêm 01 học kỳ (phải được sự đồng ý của CBHD và Khoa). SV làm Đơn gia hạn thời gian làm KLTN (theo mẫu) nộp về P.ĐTĐH/VPĐB. Khi có quyết định gia hạn thời gian làm KLTN, trường hợp SV đã hết thời gian thiết kế chương trình đào tạo phải đóng học phí gia hạn theo quy định và có khống chế điểm tối đa.","KHOẢN 4, ĐIỀU 10, QUY ĐỊNH VỀ KHÓA LUẬN TỐT NGHIỆP CHO BẬC ĐẠI HỌC HỆ CHÍNH QUY",05/03/2024,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20%C4%90%E1%BB%8ANH%20V%E1%BB%80%20KH%C3%93A%20LU%E1%BA%ACN%20T%E1%BB%90T%20NGHI%E1%BB%86P%20CHO%20B%E1%BA%ACC%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20H%E1%BB%86%20CH%C3%8DNH%20QUY%2F1736448174297-159-qd-dhcntt_05-03-2024_ban_hanh_quy_dinh_kltn.pdf?alt=media,Không có
Sinh viên có thể xin gia hạn thời gian làm khóa luận tốt nghiệp tối đa là bao lâu?,"Điều 10. Hoàn thành KLTN
4. Nếu hết thời gian thực hiện KLTN theo quy định mà SV không đủ điều kiện ra bảo vệ vào đúng đợt bảo vệ chính thức, SV có thể làm đơn xin gia hạn thời gian làm KLTN thêm 01 học kỳ (phải được sự đồng ý của CBHD và Khoa). SV làm Đơn gia hạn thời gian làm KLTN (theo mẫu) nộp về P.ĐTĐH/VPĐB. Khi có quyết định gia hạn thời gian làm KLTN, trường hợp SV đã hết thời gian thiết kế chương trình đào tạo phải đóng học phí gia hạn theo quy định và có khống chế điểm tối đa.","KHOẢN 4, ĐIỀU 10, QUY ĐỊNH VỀ KHÓA LUẬN TỐT NGHIỆP CHO BẬC ĐẠI HỌC HỆ CHÍNH QUY",05/03/2024,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20%C4%90%E1%BB%8ANH%20V%E1%BB%80%20KH%C3%93A%20LU%E1%BA%ACN%20T%E1%BB%90T%20NGHI%E1%BB%86P%20CHO%20B%E1%BA%ACC%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20H%E1%BB%86%20CH%C3%8DNH%20QUY%2F1736448174297-159-qd-dhcntt_05-03-2024_ban_hanh_quy_dinh_kltn.pdf?alt=media,Không có
Điều gì sẽ xảy ra nếu sinh viên không được tiếp tục thực hiện khóa luận tốt nghiệp hoặc có điểm khóa luận tốt nghiệp dưới 5 sau khi bảo vệ?,"Điều 10. Hoàn thành KLTN
5. SV không được tiếp tục thực hiện KLTN hoặc có điểm KLTN sau khi bảo vệ trước hội đồng dưới 5 sẽ phải đăng ký lại ở học kỳ sau môn KLTN hoặc học các môn chuyên đề tốt nghiệp thay thế theo quy định trong chương trình đào tạo của ngành tương ứng sao cho tổng số tín chỉ tối thiểu bằng với số tín chỉ của KLTN. ","KHOẢN 5, ĐIỀU 10, QUY ĐỊNH VỀ KHÓA LUẬN TỐT NGHIỆP CHO BẬC ĐẠI HỌC HỆ CHÍNH QUY",05/03/2024,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20%C4%90%E1%BB%8ANH%20V%E1%BB%80%20KH%C3%93A%20LU%E1%BA%ACN%20T%E1%BB%90T%20NGHI%E1%BB%86P%20CHO%20B%E1%BA%ACC%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20H%E1%BB%86%20CH%C3%8DNH%20QUY%2F1736448174297-159-qd-dhcntt_05-03-2024_ban_hanh_quy_dinh_kltn.pdf?alt=media,Không có
"Trong trường hợp không thể tiếp tục khóa luận tốt nghiệp hoặc điểm dưới 5 sau bảo vệ, sinh viên cần làm gì để đáp ứng đủ số tín chỉ theo yêu cầu?","Điều 10. Hoàn thành KLTN
5. SV không được tiếp tục thực hiện KLTN hoặc có điểm KLTN sau khi bảo vệ trước hội đồng dưới 5 sẽ phải đăng ký lại ở học kỳ sau môn KLTN hoặc học các môn chuyên đề tốt nghiệp thay thế theo quy định trong chương trình đào tạo của ngành tương ứng sao cho tổng số tín chỉ tối thiểu bằng với số tín chỉ của KLTN. ","KHOẢN 5, ĐIỀU 10, QUY ĐỊNH VỀ KHÓA LUẬN TỐT NGHIỆP CHO BẬC ĐẠI HỌC HỆ CHÍNH QUY",05/03/2024,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20%C4%90%E1%BB%8ANH%20V%E1%BB%80%20KH%C3%93A%20LU%E1%BA%ACN%20T%E1%BB%90T%20NGHI%E1%BB%86P%20CHO%20B%E1%BA%ACC%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20H%E1%BB%86%20CH%C3%8DNH%20QUY%2F1736448174297-159-qd-dhcntt_05-03-2024_ban_hanh_quy_dinh_kltn.pdf?alt=media,Không có
"Trong trường hợp không thể tiếp tục khóa luận tốt nghiệp hoặc điểm dưới 5 sau bảo vệ, sinh viên cần làm gì để tốt nghiệp?","""Điều 10. Hoàn thành KLTN
5. SV không được tiếp tục thực hiện KLTN hoặc có điểm KLTN sau khi bảo vệ trước hội đồng dưới 5 sẽ phải đăng ký lại ở học kỳ sau môn KLTN hoặc học các môn chuyên đề tốt nghiệp thay thế theo quy định trong chương trình đào tạo của ngành tương ứng sao cho tổng số tín chỉ tối thiểu bằng với số tín chỉ của KLTN. ""","KHOẢN 5, ĐIỀU 10, QUY ĐỊNH VỀ KHÓA LUẬN TỐT NGHIỆP CHO BẬC ĐẠI HỌC HỆ CHÍNH QUY",05/03/2024,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20%C4%90%E1%BB%8ANH%20V%E1%BB%80%20KH%C3%93A%20LU%E1%BA%ACN%20T%E1%BB%90T%20NGHI%E1%BB%86P%20CHO%20B%E1%BA%ACC%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20H%E1%BB%86%20CH%C3%8DNH%20QUY%2F1736448174297-159-qd-dhcntt_05-03-2024_ban_hanh_quy_dinh_kltn.pdf?alt=media,Không có
Ai là người ra quyết định thành lập hội đồng bảo vệ khóa luận tốt nghiệp?,"Điều 11. Thành lập hội đồng bảo vệ KLTN
1. Mỗi đợt bảo vệ, ứng với mỗi ngành (hoặc có thể là liên ngành khi cần thiết) theo đề nghị của Trưởng Khoa phụ trách ngành, Hiệu trưởng ra quyết định thành lập một hay nhiều hội đồng bảo vệ KLTN. ","KHOẢN 1, ĐIỀU 11, QUY ĐỊNH VỀ KHÓA LUẬN TỐT NGHIỆP CHO BẬC ĐẠI HỌC HỆ CHÍNH QUY",05/03/2024,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20%C4%90%E1%BB%8ANH%20V%E1%BB%80%20KH%C3%93A%20LU%E1%BA%ACN%20T%E1%BB%90T%20NGHI%E1%BB%86P%20CHO%20B%E1%BA%ACC%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20H%E1%BB%86%20CH%C3%8DNH%20QUY%2F1736448174297-159-qd-dhcntt_05-03-2024_ban_hanh_quy_dinh_kltn.pdf?alt=media,Không có
Hội đồng bảo vệ khóa luận tốt nghiệp gồm những thành phần nào?,"Điều 11. Thành lập hội đồng bảo vệ KLTN
2. Hội đồng có thành phần như sau:
- Thành phần Hội đồng bao gồm chủ tịch hội đồng, ủy viên thư ký, CBPB. CBHD không thuộc Hội đồng.
- Thành viên của Hội đồng là giảng viên có học vị từ thạc sĩ trở lên hoặc có thể mời những người có chuyên môn phù hợp ở ngoài Trường. Số thành viên Hội đồng mời từ ngoài Trường, nếu có, không quá 1/3 tổng số thành viên của Hội đồng.
- Chủ tịch hội đồng là giảng viên có học vị từ tiến sĩ hoặc có chức danh từ giảng viên chính trở lên, có năng lực chuyên môn, kinh nghiệm giảng dạy và quản lý đào tạo, am hiểu lĩnh vực liên quan đến hướng nghiên cứu của các đề tài được bảo vệ.
- Chủ tịch hội đồng và các thành viên không được là người có quan hệ ruột thịt (cha, mẹ, vợ, chồng, anh, chị, em ruột) với SV bảo vệ tại Hội đồng đó (trường hợp vi phạm điều này được phát hiện sau khi bảo vệ thì kết quả bảo vệ bị hủy và SV phải bảo vệ lại). ","KHOẢN 2, ĐIỀU 11, QUY ĐỊNH VỀ KHÓA LUẬN TỐT NGHIỆP CHO BẬC ĐẠI HỌC HỆ CHÍNH QUY",05/03/2024,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20%C4%90%E1%BB%8ANH%20V%E1%BB%80%20KH%C3%93A%20LU%E1%BA%ACN%20T%E1%BB%90T%20NGHI%E1%BB%86P%20CHO%20B%E1%BA%ACC%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20H%E1%BB%86%20CH%C3%8DNH%20QUY%2F1736448174297-159-qd-dhcntt_05-03-2024_ban_hanh_quy_dinh_kltn.pdf?alt=media,Không có
Hội đồng bảo vệ khóa luận tốt nghiệp gồm những ai?,"Điều 11. Thành lập hội đồng bảo vệ KLTN
2. Hội đồng có thành phần như sau:
- Thành phần Hội đồng bao gồm chủ tịch hội đồng, ủy viên thư ký, CBPB. CBHD không thuộc Hội đồng.
- Thành viên của Hội đồng là giảng viên có học vị từ thạc sĩ trở lên hoặc có thể mời những người có chuyên môn phù hợp ở ngoài Trường. Số thành viên Hội đồng mời từ ngoài Trường, nếu có, không quá 1/3 tổng số thành viên của Hội đồng.
- Chủ tịch hội đồng là giảng viên có học vị từ tiến sĩ hoặc có chức danh từ giảng viên chính trở lên, có năng lực chuyên môn, kinh nghiệm giảng dạy và quản lý đào tạo, am hiểu lĩnh vực liên quan đến hướng nghiên cứu của các đề tài được bảo vệ.
- Chủ tịch hội đồng và các thành viên không được là người có quan hệ ruột thịt (cha, mẹ, vợ, chồng, anh, chị, em ruột) với SV bảo vệ tại Hội đồng đó (trường hợp vi phạm điều này được phát hiện sau khi bảo vệ thì kết quả bảo vệ bị hủy và SV phải bảo vệ lại). ","KHOẢN 2, ĐIỀU 11, QUY ĐỊNH VỀ KHÓA LUẬN TỐT NGHIỆP CHO BẬC ĐẠI HỌC HỆ CHÍNH QUY",05/03/2024,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20%C4%90%E1%BB%8ANH%20V%E1%BB%80%20KH%C3%93A%20LU%E1%BA%ACN%20T%E1%BB%90T%20NGHI%E1%BB%86P%20CHO%20B%E1%BA%ACC%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20H%E1%BB%86%20CH%C3%8DNH%20QUY%2F1736448174297-159-qd-dhcntt_05-03-2024_ban_hanh_quy_dinh_kltn.pdf?alt=media,Không có
Các thành viên của hội đồng bảo vệ khóa luận tốt nghiệp cần có học vị tối thiểu là gì?,"Điều 11. Thành lập hội đồng bảo vệ KLTN
2. Hội đồng có thành phần như sau:
- Thành phần Hội đồng bao gồm chủ tịch hội đồng, ủy viên thư ký, CBPB. CBHD không thuộc Hội đồng.
- Thành viên của Hội đồng là giảng viên có học vị từ thạc sĩ trở lên hoặc có thể mời những người có chuyên môn phù hợp ở ngoài Trường. Số thành viên Hội đồng mời từ ngoài Trường, nếu có, không quá 1/3 tổng số thành viên của Hội đồng.
- Chủ tịch hội đồng là giảng viên có học vị từ tiến sĩ hoặc có chức danh từ giảng viên chính trở lên, có năng lực chuyên môn, kinh nghiệm giảng dạy và quản lý đào tạo, am hiểu lĩnh vực liên quan đến hướng nghiên cứu của các đề tài được bảo vệ.
- Chủ tịch hội đồng và các thành viên không được là người có quan hệ ruột thịt (cha, mẹ, vợ, chồng, anh, chị, em ruột) với SV bảo vệ tại Hội đồng đó (trường hợp vi phạm điều này được phát hiện sau khi bảo vệ thì kết quả bảo vệ bị hủy và SV phải bảo vệ lại). ","KHOẢN 2, ĐIỀU 11, QUY ĐỊNH VỀ KHÓA LUẬN TỐT NGHIỆP CHO BẬC ĐẠI HỌC HỆ CHÍNH QUY",05/03/2024,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20%C4%90%E1%BB%8ANH%20V%E1%BB%80%20KH%C3%93A%20LU%E1%BA%ACN%20T%E1%BB%90T%20NGHI%E1%BB%86P%20CHO%20B%E1%BA%ACC%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20H%E1%BB%86%20CH%C3%8DNH%20QUY%2F1736448174297-159-qd-dhcntt_05-03-2024_ban_hanh_quy_dinh_kltn.pdf?alt=media,Không có
Các thành viên của hội đồng bảo vệ khóa luận tốt nghiệp gồm những ai?,"Điều 11. Thành lập hội đồng bảo vệ KLTN
2. Hội đồng có thành phần như sau:
- Thành phần Hội đồng bao gồm chủ tịch hội đồng, ủy viên thư ký, CBPB. CBHD không thuộc Hội đồng.
- Thành viên của Hội đồng là giảng viên có học vị từ thạc sĩ trở lên hoặc có thể mời những người có chuyên môn phù hợp ở ngoài Trường. Số thành viên Hội đồng mời từ ngoài Trường, nếu có, không quá 1/3 tổng số thành viên của Hội đồng.
- Chủ tịch hội đồng là giảng viên có học vị từ tiến sĩ hoặc có chức danh từ giảng viên chính trở lên, có năng lực chuyên môn, kinh nghiệm giảng dạy và quản lý đào tạo, am hiểu lĩnh vực liên quan đến hướng nghiên cứu của các đề tài được bảo vệ.
- Chủ tịch hội đồng và các thành viên không được là người có quan hệ ruột thịt (cha, mẹ, vợ, chồng, anh, chị, em ruột) với SV bảo vệ tại Hội đồng đó (trường hợp vi phạm điều này được phát hiện sau khi bảo vệ thì kết quả bảo vệ bị hủy và SV phải bảo vệ lại). ","KHOẢN 2, ĐIỀU 11, QUY ĐỊNH VỀ KHÓA LUẬN TỐT NGHIỆP CHO BẬC ĐẠI HỌC HỆ CHÍNH QUY",05/03/2024,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20%C4%90%E1%BB%8ANH%20V%E1%BB%80%20KH%C3%93A%20LU%E1%BA%ACN%20T%E1%BB%90T%20NGHI%E1%BB%86P%20CHO%20B%E1%BA%ACC%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20H%E1%BB%86%20CH%C3%8DNH%20QUY%2F1736448174297-159-qd-dhcntt_05-03-2024_ban_hanh_quy_dinh_kltn.pdf?alt=media,Không có
Chủ tịch hội đồng bảo vệ khóa luận tốt nghiệp cần có học vị tối thiểu là gì?,"Điều 11. Thành lập hội đồng bảo vệ KLTN
2. Hội đồng có thành phần như sau:
- Thành phần Hội đồng bao gồm chủ tịch hội đồng, ủy viên thư ký, CBPB. CBHD không thuộc Hội đồng.
- Thành viên của Hội đồng là giảng viên có học vị từ thạc sĩ trở lên hoặc có thể mời những người có chuyên môn phù hợp ở ngoài Trường. Số thành viên Hội đồng mời từ ngoài Trường, nếu có, không quá 1/3 tổng số thành viên của Hội đồng.
- Chủ tịch hội đồng là giảng viên có học vị từ tiến sĩ hoặc có chức danh từ giảng viên chính trở lên, có năng lực chuyên môn, kinh nghiệm giảng dạy và quản lý đào tạo, am hiểu lĩnh vực liên quan đến hướng nghiên cứu của các đề tài được bảo vệ.
- Chủ tịch hội đồng và các thành viên không được là người có quan hệ ruột thịt (cha, mẹ, vợ, chồng, anh, chị, em ruột) với SV bảo vệ tại Hội đồng đó (trường hợp vi phạm điều này được phát hiện sau khi bảo vệ thì kết quả bảo vệ bị hủy và SV phải bảo vệ lại). ","KHOẢN 2, ĐIỀU 11, QUY ĐỊNH VỀ KHÓA LUẬN TỐT NGHIỆP CHO BẬC ĐẠI HỌC HỆ CHÍNH QUY",05/03/2024,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20%C4%90%E1%BB%8ANH%20V%E1%BB%80%20KH%C3%93A%20LU%E1%BA%ACN%20T%E1%BB%90T%20NGHI%E1%BB%86P%20CHO%20B%E1%BA%ACC%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20H%E1%BB%86%20CH%C3%8DNH%20QUY%2F1736448174297-159-qd-dhcntt_05-03-2024_ban_hanh_quy_dinh_kltn.pdf?alt=media,Không có
"Hàng năm, Trường tổ chức bao nhiêu đợt bảo vệ khóa luận tốt nghiệp?","Điều 12. Tổ chức bảo vệ KLTN
1. Hằng năm Trường có 2 đợt bảo vệ khóa luận tốt nghiệp theo kế hoạch chung của Trường và được công bố vào đầu mỗi năm học. Khoa đề nghị thời gian tổ chức Hội đồng và gởi về P.ĐTĐH/VPCCTĐB chậm nhất 7 ngày sau thời hạn thực hiện KLTN đã hết.","KHOẢN 1, ĐIỀU 12, QUY ĐỊNH VỀ KHÓA LUẬN TỐT NGHIỆP CHO BẬC ĐẠI HỌC HỆ CHÍNH QUY",05/03/2024,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20%C4%90%E1%BB%8ANH%20V%E1%BB%80%20KH%C3%93A%20LU%E1%BA%ACN%20T%E1%BB%90T%20NGHI%E1%BB%86P%20CHO%20B%E1%BA%ACC%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20H%E1%BB%86%20CH%C3%8DNH%20QUY%2F1736448174297-159-qd-dhcntt_05-03-2024_ban_hanh_quy_dinh_kltn.pdf?alt=media,Không có
